Place	RIGOCode	RIGOCodeSt	RIGOCodeNo	RIGO2	RIGO	Code	Muni									
Pike County	PA07	PA	07	0	Northeastern Pennsylvania Alliance	42103	0									
Schuylkill County	PA07	PA	07	0	Northeastern Pennsylvania Alliance	42107	0									
Wayne County	PA07	PA	07	0	Northeastern Pennsylvania Alliance	42127	0									
Clarion County	PA08	PA	08	0	Northwest Commission	42031	0									
Crawford County	PA08	PA	08	0	Northwest Commission	42039	0									
Erie County	PA08	PA	08	0	Northwest Commission	42049	0									
Forest County	PA08	PA	08	0	Northwest Commission	42053	0									
Mercer County	PA08	PA	08	0	Northwest Commission	42085	0									
Venango County	PA08	PA	08	0	Northwest Commission	42121	0									
Warren County	PA08	PA	08	0	Northwest Commission	42123	0									
Cameron County	PA09	PA	09	0	North Central Pennsylvania Planning and Development Commission	42023	0									
Clearfield County	PA09	PA	09	0	North Central Pennsylvania Planning and Development Commission	42033	0									
Elk County	PA09	PA	09	0	North Central Pennsylvania Planning and Development Commission	42047	0									
Jefferson County	PA09	PA	09	0	North Central Pennsylvania Planning and Development Commission	42065	0									
McKean County	PA09	PA	09	0	North Central Pennsylvania Planning and Development Commission	42083	0									
Potter County	PA09	PA	09	0	North Central Pennsylvania Planning and Development Commission	42105	0									
Bradford County	PA10	PA	10	0	Northern Tier Regional Planning and Development Commission	42015	0									
Sullivan County	PA10	PA	10	0	Northern Tier Regional Planning and Development Commission	42113	0									
Susquehanna County	PA10	PA	10	0	Northern Tier Regional Planning and Development Commission	42115	0									
Tioga County	PA10	PA	10	0	Northern Tier Regional Planning and Development Commission	42117	0									
Wyoming County	PA10	PA	10	0	Northern Tier Regional Planning and Development Commission	42131	0									
Adams County	PA50	PA	50	0	Adams County Transportation Planning Organization	42001	0									
Berks County	PA51	PA	51	0	Reading Area Transportation Study	42011	0									
Franklin County	PA52	PA	52	0	Franklin County MPO	42055	0									
Lancaster County	PA53	PA	53	0	Lancaster County Transportation Coordinating Committee	42071	0									
Lebanon County	PA54	PA	54	0	Lebanon County MPO	42075	0									
York County	PA55	PA	55	0	York Area MPO	42133	0									
Barrington town	RI75	RI	75	0	State of Rhode Island	105140	1									
Bristol town	RI75	RI	75	0	State of Rhode Island	109280	1									
Warren town	RI75	RI	75	0	State of Rhode Island	173760	1									
Coventry town	RI75	RI	75	0	State of Rhode Island	318640	1									
East Greenwich town	RI75	RI	75	0	State of Rhode Island	322240	1									
Warwick city	RI75	RI	75	0	State of Rhode Island	374300	1									
West Greenwich town	RI75	RI	75	0	State of Rhode Island	377720	1									
West Warwick town	RI75	RI	75	0	State of Rhode Island	378440	1									
County subdivisions not defined	RI75	RI	75	0	State of Rhode Island	500000	1									
Jamestown town	RI75	RI	75	0	State of Rhode Island	536820	1									
Little Compton town	RI75	RI	75	0	State of Rhode Island	542400	1									
Middletown town	RI75	RI	75	0	State of Rhode Island	545460	1									
Newport city	RI75	RI	75	0	State of Rhode Island	549960	1									
Portsmouth town	RI75	RI	75	0	State of Rhode Island	557880	1									
Tiverton town	RI75	RI	75	0	State of Rhode Island	570880	1									
Burrillville town	RI75	RI	75	0	State of Rhode Island	711800	1									
Central Falls city	RI75	RI	75	0	State of Rhode Island	714140	1									
Cranston city	RI75	RI	75	0	State of Rhode Island	719180	1									
Cumberland town	RI75	RI	75	0	State of Rhode Island	720080	1									
East Providence city	RI75	RI	75	0	State of Rhode Island	722960	1									
Foster town	RI75	RI	75	0	State of Rhode Island	727460	1									
Glocester town	RI75	RI	75	0	State of Rhode Island	730340	1									
Johnston town	RI75	RI	75	0	State of Rhode Island	737720	1									
Lincoln town	RI75	RI	75	0	State of Rhode Island	741500	1									
North Providence town	RI75	RI	75	0	State of Rhode Island	751760	1									
North Smithfield town	RI75	RI	75	0	State of Rhode Island	752480	1									
Pawtucket city	RI75	RI	75	0	State of Rhode Island	754640	1									
Providence city	RI75	RI	75	0	State of Rhode Island	759000	1									
Scituate town	RI75	RI	75	0	State of Rhode Island	764220	1									
Smithfield town	RI75	RI	75	0	State of Rhode Island	766200	1									
Woonsocket city	RI75	RI	75	0	State of Rhode Island	780780	1									
Charlestown town	RI75	RI	75	0	State of Rhode Island	914500	1									
Exeter town	RI75	RI	75	0	State of Rhode Island	925300	1									
Hopkinton town	RI75	RI	75	0	State of Rhode Island	935380	1									
Narragansett town	RI75	RI	75	0	State of Rhode Island	948340	1									
New Shoreham town	RI75	RI	75	0	State of Rhode Island	950500	1									
North Kingstown town	RI75	RI	75	0	State of Rhode Island	951580	1									
Richmond town	RI75	RI	75	0	State of Rhode Island	961160	1									
South Kingstown town	RI75	RI	75	0	State of Rhode Island	967460	1									
Westerly town	RI75	RI	75	0	State of Rhode Island	977000	1									
Fairfield County	SC01	SC	01	0	Central Midlands Council of Governments	45039	0									
Lexington County	SC01	SC	01	0	Central Midlands Council of Governments	45063	0									
Newberry County	SC01	SC	01	0	Central Midlands Council of Governments	45071	0									
Richland County	SC01	SC	01	0	Central Midlands Council of Governments	45079	0									
Anderson County	SC02	SC	02	0	Appalachian Council of Governments	45007	0									
Cherokee County	SC02	SC	02	0	Appalachian Council of Governments	45021	0									
Greenville County	SC02	SC	02	0	Appalachian Council of Governments	45045	0									
Oconee County	SC02	SC	02	0	Appalachian Council of Governments	45073	0									
Pickens County	SC02	SC	02	0	Appalachian Council of Governments	45077	0									
Spartanburg County	SC02	SC	02	0	Appalachian Council of Governments	45083	0									
Berkeley County	SC03	SC	03	0	Berkeley-Charleston-Dorchester Council of Governments	45015	0									
Charleston County	SC03	SC	03	0	Berkeley-Charleston-Dorchester Council of Governments	45019	0									
Dorchester County	SC03	SC	03	0	Berkeley-Charleston-Dorchester Council of Governments	45035	0									
Chester County	SC04	SC	04	0	Catawba Regional Council of Governments	45023	0									
Lancaster County	SC04	SC	04	0	Catawba Regional Council of Governments	45057	0									
Union County	SC04	SC	04	0	Catawba Regional Council of Governments	45087	0									
York County	SC04	SC	04	0	Catawba Regional Council of Governments	45091	0									
Beaufort County	SC05	SC	05	0	Lowcountry Council of Governments	45013	0									
Colleton County	SC05	SC	05	0	Lowcountry Council of Governments	45029	0									
Hampton County	SC05	SC	05	0	Lowcountry Council of Governments	45049	0									
Jasper County	SC05	SC	05	0	Lowcountry Council of Governments	45053	0									
Aiken County	SC06	SC	06	0	Lower Savannah Council of Governments	45003	0									
Allendale County	SC06	SC	06	0	Lower Savannah Council of Governments	45005	0									
Bamberg County	SC06	SC	06	0	Lower Savannah Council of Governments	45009	0									
Barnwell County	SC06	SC	06	0	Lower Savannah Council of Governments	45011	0									
Calhoun County	SC06	SC	06	0	Lower Savannah Council of Governments	45017	0									
Orangeburg County	SC06	SC	06	0	Lower Savannah Council of Governments	45075	0									
Chesterfield County	SC07	SC	07	0	Pee Dee Regional Council of Governments	45025	0									
Darlington County	SC07	SC	07	0	Pee Dee Regional Council of Governments	45031	0									
Dillon County	SC07	SC	07	0	Pee Dee Regional Council of Governments	45033	0									
Florence County	SC07	SC	07	0	Pee Dee Regional Council of Governments	45041	0									
Marion County	SC07	SC	07	0	Pee Dee Regional Council of Governments	45067	0									
Marlboro County	SC07	SC	07	0	Pee Dee Regional Council of Governments	45069	0									
Clarendon County	SC08	SC	08	0	Santee-Lynches Regional Council of Governments	45027	0									
Kershaw County	SC08	SC	08	0	Santee-Lynches Regional Council of Governments	45055	0									
Lee County	SC08	SC	08	0	Santee-Lynches Regional Council of Governments	45061	0									
Sumter County	SC08	SC	08	0	Santee-Lynches Regional Council of Governments	45085	0									
Abbeville County	SC09	SC	09	0	Upper Savannah Council of Governments	45001	0									
Edgefield County	SC09	SC	09	0	Upper Savannah Council of Governments	45037	0									
Greenwood County	SC09	SC	09	0	Upper Savannah Council of Governments	45047	0									
Laurens County	SC09	SC	09	0	Upper Savannah Council of Governments	45059	0									
McCormick County	SC09	SC	09	0	Upper Savannah Council of Governments	45065	0									
Saluda County	SC09	SC	09	0	Upper Savannah Council of Governments	45081	0									
Georgetown County	SC10	SC	10	0	Waccamaw Regional Council of Governments	45043	0									
Horry County	SC10	SC	10	0	Waccamaw Regional Council of Governments	45051	0									
Williamsburg County	SC10	SC	10	0	Waccamaw Regional Council of Governments	45089	0									
Clay County	SD01	SD	01	0	South Eastern Council of Governments	46027	0									
Lincoln County	SD01	SD	01	0	South Eastern Council of Governments	46083	0									
McCook County	SD01	SD	01	0	South Eastern Council of Governments	46087	0									
Minnehaha County	SD01	SD	01	0	South Eastern Council of Governments	46099	0									
Turner County	SD01	SD	01	0	South Eastern Council of Governments	46125	0									
Union County	SD01	SD	01	IA12	South Eastern Council of Governments	46127	0									
Bennett County	SD02	SD	02	0	Black Hills Council of Governments	46007	0									
Butte County	SD02	SD	02	0	Black Hills Council of Governments	46019	0									
Custer County	SD02	SD	02	0	Black Hills Council of Governments	46033	0									
Fall River County	SD02	SD	02	0	Black Hills Council of Governments	46047	0									
Harding County	SD02	SD	02	0	Black Hills Council of Governments	46063	0									
Lawrence County	SD02	SD	02	0	Black Hills Council of Governments	46081	0									
Meade County	SD02	SD	02	0	Black Hills Council of Governments	46093	0									
Pennington County	SD02	SD	02	0	Black Hills Council of Governments	46103	0									
Perkins County	SD02	SD	02	0	Black Hills Council of Governments	46105	0									
Aurora County	SD03	SD	03	0	Planning and Development District III	46003	0									
Bon Homme County	SD03	SD	03	0	Planning and Development District III	46009	0									
Brule County	SD03	SD	03	0	Planning and Development District III	46015	0									
Buffalo County	SD03	SD	03	0	Planning and Development District III	46017	0									
Charles Mix County	SD03	SD	03	0	Planning and Development District III	46023	0									
Davison County	SD03	SD	03	0	Planning and Development District III	46035	0									
Douglas County	SD03	SD	03	0	Planning and Development District III	46043	0									
Gregory County	SD03	SD	03	0	Planning and Development District III	46053	0									
Hanson County	SD03	SD	03	0	Planning and Development District III	46061	0									
Hutchinson County	SD03	SD	03	0	Planning and Development District III	46067	0									
Jerauld County	SD03	SD	03	0	Planning and Development District III	46073	0									
Lyman County	SD03	SD	03	0	Planning and Development District III	46085	0									
Mellette County	SD03	SD	03	0	Planning and Development District III	46095	0									
Sanborn County	SD03	SD	03	0	Planning and Development District III	46111	0									
Tripp County	SD03	SD	03	0	Planning and Development District III	46123	0									
Yankton County	SD03	SD	03	0	Planning and Development District III	46135	0									
Beadle County	SD04	SD	04	0	Northeast Council of Governments	46005	0									
Brown County	SD04	SD	04	0	Northeast Council of Governments	46013	0									
Campbell County	SD04	SD	04	0	Northeast Council of Governments	46021	0									
Day County	SD04	SD	04	0	Northeast Council of Governments	46037	0									
Edmunds County	SD04	SD	04	0	Northeast Council of Governments	46045	0									
Faulk County	SD04	SD	04	0	Northeast Council of Governments	46049	0									
Hand County	SD04	SD	04	0	Northeast Council of Governments	46059	0									
McPherson County	SD04	SD	04	0	Northeast Council of Governments	46089	0									
Marshall County	SD04	SD	04	0	Northeast Council of Governments	46091	0									
Potter County	SD04	SD	04	0	Northeast Council of Governments	46107	0									
Spink County	SD04	SD	04	0	Northeast Council of Governments	46115	0									
Walworth County	SD04	SD	04	0	Northeast Council of Governments	46129	0									
Brookings County	SD05	SD	05	0	First District Association of Local Governments	46011	0									
Clark County	SD05	SD	05	0	First District Association of Local Governments	46025	0									
Codington County	SD05	SD	05	0	First District Association of Local Governments	46029	0									
Deuel County	SD05	SD	05	0	First District Association of Local Governments	46039	0									
Grant County	SD05	SD	05	0	First District Association of Local Governments	46051	0									
Hamlin County	SD05	SD	05	0	First District Association of Local Governments	46057	0									
Kingsbury County	SD05	SD	05	0	First District Association of Local Governments	46077	0									
Lake County	SD05	SD	05	0	First District Association of Local Governments	46079	0									
Miner County	SD05	SD	05	0	First District Association of Local Governments	46097	0									
Moody County	SD05	SD	05	0	First District Association of Local Governments	46101	0									
Roberts County	SD05	SD	05	0	First District Association of Local Governments	46109	0									
Haakon County	SD06	SD	06	0	Central South Dakota Enhancement District	46055	0									
Hughes County	SD06	SD	06	0	Central South Dakota Enhancement District	46065	0									
Hyde County	SD06	SD	06	0	Central South Dakota Enhancement District	46069	0									
Jackson County	SD06	SD	06	0	Central South Dakota Enhancement District	46071	0									
Jones County	SD06	SD	06	0	Central South Dakota Enhancement District	46075	0									
Stanley County	SD06	SD	06	0	Central South Dakota Enhancement District	46117	0									
Sully County	SD06	SD	06	0	Central South Dakota Enhancement District	46119	0									
Corson County	SD99	SD	99	0	Unattached	46031	0									
Dewey County	SD99	SD	99	0	Unattached	46041	0									
Oglala Lakota County	SD99	SD	99	0	Unattached	46102	0									
Todd County	SD99	SD	99	0	Unattached	46121	0									
Ziebach County	SD99	SD	99	0	Unattached	46137	0									
Anderson County	TN01	TN	01	0	East Tennessee Development District	47001	0									
Blount County	TN01	TN	01	0	East Tennessee Development District	47009	0									
Campbell County	TN01	TN	01	0	East Tennessee Development District	47013	0									
Claiborne County	TN01	TN	01	0	East Tennessee Development District	47025	0									
Cocke County	TN01	TN	01	0	East Tennessee Development District	47029	0									
Grainger County	TN01	TN	01	0	East Tennessee Development District	47057	0									
Hamblen County	TN01	TN	01	0	East Tennessee Development District	47063	0									
Jefferson County	TN01	TN	01	0	East Tennessee Development District	47089	0									
Knox County	TN01	TN	01	0	East Tennessee Development District	47093	0									
Loudon County	TN01	TN	01	0	East Tennessee Development District	47105	0									
Monroe County	TN01	TN	01	0	East Tennessee Development District	47123	0									
Morgan County	TN01	TN	01	0	East Tennessee Development District	47129	0									
Roane County	TN01	TN	01	0	East Tennessee Development District	47145	0									
Scott County	TN01	TN	01	0	East Tennessee Development District	47151	0									
Sevier County	TN01	TN	01	0	East Tennessee Development District	47155	0									
Union County	TN01	TN	01	0	East Tennessee Development District	47173	0									
Fayette County	TN02	TN	02	0	Memphis Area Association of Governments	47047	0									
Lauderdale County	TN02	TN	02	0	Memphis Area Association of Governments	47097	0									
Shelby County	TN02	TN	02	0	Memphis Area Association of Governments	47157	0									
Tipton County	TN02	TN	02	0	Memphis Area Association of Governments	47167	0									
Cheatham County	TN03	TN	03	0	Greater Nashville Regional Council 	47021	0									
Davidson County	TN03	TN	03	0	Greater Nashville Regional Council 	47037	0									
Dickson County	TN03	TN	03	0	Greater Nashville Regional Council 	47043	0									
Houston County	TN03	TN	03	0	Greater Nashville Regional Council 	47083	0									
Humphreys County	TN03	TN	03	0	Greater Nashville Regional Council 	47085	0									
Montgomery County	TN03	TN	03	0	Greater Nashville Regional Council 	47125	0									
Robertson County	TN03	TN	03	0	Greater Nashville Regional Council 	47147	0									
Rutherford County	TN03	TN	03	0	Greater Nashville Regional Council 	47149	0									
Stewart County	TN03	TN	03	0	Greater Nashville Regional Council 	47161	0									
Sumner County	TN03	TN	03	0	Greater Nashville Regional Council 	47165	0									
Trousdale County	TN03	TN	03	0	Greater Nashville Regional Council 	47169	0									
Williamson County	TN03	TN	03	0	Greater Nashville Regional Council 	47187	0									
Wilson County	TN03	TN	03	0	Greater Nashville Regional Council 	47189	0									
Benton County	TN04	TN	04	0	Northwest Tennessee Development District	47005	0									
Carroll County	TN04	TN	04	0	Northwest Tennessee Development District	47017	0									
Crockett County	TN04	TN	04	0	Northwest Tennessee Development District	47033	0									
Dyer County	TN04	TN	04	0	Northwest Tennessee Development District	47045	0									
Gibson County	TN04	TN	04	0	Northwest Tennessee Development District	47053	0									
Henry County	TN04	TN	04	0	Northwest Tennessee Development District	47079	0									
Lake County	TN04	TN	04	0	Northwest Tennessee Development District	47095	0									
Obion County	TN04	TN	04	0	Northwest Tennessee Development District	47131	0									
Weakley County	TN04	TN	04	0	Northwest Tennessee Development District	47183	0									
Chester County	TN05	TN	05	0	Southwest Tennessee Development District	47023	0									
Decatur County	TN05	TN	05	0	Southwest Tennessee Development District	47039	0									
Hardeman County	TN05	TN	05	0	Southwest Tennessee Development District	47069	0									
Hardin County	TN05	TN	05	0	Southwest Tennessee Development District	47071	0									
Haywood County	TN05	TN	05	0	Southwest Tennessee Development District	47075	0									
Henderson County	TN05	TN	05	0	Southwest Tennessee Development District	47077	0									
McNairy County	TN05	TN	05	0	Southwest Tennessee Development District	47109	0									
Madison County	TN05	TN	05	0	Southwest Tennessee Development District	47113	0									
Bedford County	TN06	TN	06	0	South Central Tennessee Development District	47003	0									
Coffee County	TN06	TN	06	0	South Central Tennessee Development District	47031	0									
Franklin County	TN06	TN	06	0	South Central Tennessee Development District	47051	0									
Giles County	TN06	TN	06	0	South Central Tennessee Development District	47055	0									
Hickman County	TN06	TN	06	0	South Central Tennessee Development District	47081	0									
Lawrence County	TN06	TN	06	0	South Central Tennessee Development District	47099	0									
Lewis County	TN06	TN	06	0	South Central Tennessee Development District	47101	0									
Lincoln County	TN06	TN	06	0	South Central Tennessee Development District	47103	0									
Marshall County	TN06	TN	06	0	South Central Tennessee Development District	47117	0									
Maury County	TN06	TN	06	0	South Central Tennessee Development District	47119	0									
Moore County	TN06	TN	06	0	South Central Tennessee Development District	47127	0									
Perry County	TN06	TN	06	0	South Central Tennessee Development District	47135	0									
Wayne County	TN06	TN	06	0	South Central Tennessee Development District	47181	0									
Cannon County	TN07	TN	07	0	Upper Cumberland Development District	47015	0									
Clay County	TN07	TN	07	0	Upper Cumberland Development District	47027	0									
Cumberland County	TN07	TN	07	0	Upper Cumberland Development District	47035	0									
DeKalb County	TN07	TN	07	0	Upper Cumberland Development District	47041	0									
Fentress County	TN07	TN	07	0	Upper Cumberland Development District	47049	0									
Jackson County	TN07	TN	07	0	Upper Cumberland Development District	47087	0									
Macon County	TN07	TN	07	0	Upper Cumberland Development District	47111	0									
Overton County	TN07	TN	07	0	Upper Cumberland Development District	47133	0									
Pickett County	TN07	TN	07	0	Upper Cumberland Development District	47137	0									
Putnam County	TN07	TN	07	0	Upper Cumberland Development District	47141	0									
Smith County	TN07	TN	07	0	Upper Cumberland Development District	47159	0									
Van Buren County	TN07	TN	07	0	Upper Cumberland Development District	47175	0									
Warren County	TN07	TN	07	0	Upper Cumberland Development District	47177	0									
White County	TN07	TN	07	0	Upper Cumberland Development District	47185	0									
Bledsoe County	TN08	TN	08	0	Southeast Tennessee Development District	47007	0									
Bradley County	TN08	TN	08	0	Southeast Tennessee Development District	47011	0									
Grundy County	TN08	TN	08	0	Southeast Tennessee Development District	47061	0									
Hamilton County	TN08	TN	08	0	Southeast Tennessee Development District	47065	0									
McMinn County	TN08	TN	08	0	Southeast Tennessee Development District	47107	0									
Marion County	TN08	TN	08	0	Southeast Tennessee Development District	47115	0									
Meigs County	TN08	TN	08	0	Southeast Tennessee Development District	47121	0									
Polk County	TN08	TN	08	0	Southeast Tennessee Development District	47139	0									
Rhea County	TN08	TN	08	0	Southeast Tennessee Development District	47143	0									
Sequatchie County	TN08	TN	08	0	Southeast Tennessee Development District	47153	0									
Carter County	TN09	TN	09	0	First Tenessee Development District	47019	0									
Greene County	TN09	TN	09	0	First Tenessee Development District	47059	0									
Hancock County	TN09	TN	09	0	First Tenessee Development District	47067	0									
Hawkins County	TN09	TN	09	0	First Tenessee Development District	47073	0									
Johnson County	TN09	TN	09	0	First Tenessee Development District	47091	0									
Sullivan County	TN09	TN	09	0	First Tenessee Development District	47163	0									
Unicoi County	TN09	TN	09	0	First Tenessee Development District	47171	0									
Washington County	TN09	TN	09	0	First Tenessee Development District	47179	0									
Armstrong County	TX01	TX	01	0	Panhandle Regional Planning Commission	48011	0									
Briscoe County	TX01	TX	01	0	Panhandle Regional Planning Commission	48045	0									
Carson County	TX01	TX	01	0	Panhandle Regional Planning Commission	48065	0									
Castro County	TX01	TX	01	0	Panhandle Regional Planning Commission	48069	0									
Childress County	TX01	TX	01	0	Panhandle Regional Planning Commission	48075	0									
Collingsworth County	TX01	TX	01	0	Panhandle Regional Planning Commission	48087	0									
Dallam County	TX01	TX	01	0	Panhandle Regional Planning Commission	48111	0									
Deaf Smith County	TX01	TX	01	0	Panhandle Regional Planning Commission	48117	0									
Donley County	TX01	TX	01	0	Panhandle Regional Planning Commission	48129	0									
Gray County	TX01	TX	01	0	Panhandle Regional Planning Commission	48179	0									
Hall County	TX01	TX	01	0	Panhandle Regional Planning Commission	48191	0									
Hansford County	TX01	TX	01	0	Panhandle Regional Planning Commission	48195	0									
Hartley County	TX01	TX	01	0	Panhandle Regional Planning Commission	48205	0									
Hemphill County	TX01	TX	01	0	Panhandle Regional Planning Commission	48211	0									
Hutchinson County	TX01	TX	01	0	Panhandle Regional Planning Commission	48233	0									
Lipscomb County	TX01	TX	01	0	Panhandle Regional Planning Commission	48295	0									
Moore County	TX01	TX	01	0	Panhandle Regional Planning Commission	48341	0									
Ochiltree County	TX01	TX	01	0	Panhandle Regional Planning Commission	48357	0									
Oldham County	TX01	TX	01	0	Panhandle Regional Planning Commission	48359	0									
Parmer County	TX01	TX	01	0	Panhandle Regional Planning Commission	48369	0									
Potter County	TX01	TX	01	0	Panhandle Regional Planning Commission	48375	0									
Randall County	TX01	TX	01	0	Panhandle Regional Planning Commission	48381	0									
Roberts County	TX01	TX	01	0	Panhandle Regional Planning Commission	48393	0									
Sherman County	TX01	TX	01	0	Panhandle Regional Planning Commission	48421	0									
Swisher County	TX01	TX	01	0	Panhandle Regional Planning Commission	48437	0									
Wheeler County	TX01	TX	01	0	Panhandle Regional Planning Commission	48483	0									
Bailey County	TX02	TX	02	0	South Plains Association of Governments	48017	0									
Cochran County	TX02	TX	02	0	South Plains Association of Governments	48079	0									
Crosby County	TX02	TX	02	0	South Plains Association of Governments	48107	0									
Dickens County	TX02	TX	02	0	South Plains Association of Governments	48125	0									
Floyd County	TX02	TX	02	0	South Plains Association of Governments	48153	0									
Garza County	TX02	TX	02	0	South Plains Association of Governments	48169	0									
Hale County	TX02	TX	02	0	South Plains Association of Governments	48189	0									
Hockley County	TX02	TX	02	0	South Plains Association of Governments	48219	0									
King County	TX02	TX	02	0	South Plains Association of Governments	48269	0									
Lamb County	TX02	TX	02	0	South Plains Association of Governments	48279	0									
Lubbock County	TX02	TX	02	0	South Plains Association of Governments	48303	0									
Lynn County	TX02	TX	02	0	South Plains Association of Governments	48305	0									
Motley County	TX02	TX	02	0	South Plains Association of Governments	48345	0									
Terry County	TX02	TX	02	0	South Plains Association of Governments	48445	0									
Yoakum County	TX02	TX	02	0	South Plains Association of Governments	48501	0									
Archer County	TX03	TX	03	0	Nortex Regional Planning Commission	48009	0									
Baylor County	TX03	TX	03	0	Nortex Regional Planning Commission	48023	0									
Clay County	TX03	TX	03	0	Nortex Regional Planning Commission	48077	0									
Cottle County	TX03	TX	03	0	Nortex Regional Planning Commission	48101	0									
Foard County	TX03	TX	03	0	Nortex Regional Planning Commission	48155	0									
Hardeman County	TX03	TX	03	0	Nortex Regional Planning Commission	48197	0									
Jack County	TX03	TX	03	0	Nortex Regional Planning Commission	48237	0									
Montague County	TX03	TX	03	0	Nortex Regional Planning Commission	48337	0									
Wichita County	TX03	TX	03	0	Nortex Regional Planning Commission	48485	0									
Wilbarger County	TX03	TX	03	0	Nortex Regional Planning Commission	48487	0									
Young County	TX03	TX	03	0	Nortex Regional Planning Commission	48503	0									
Collin County	TX04	TX	04	0	North Central Texas Council of Governments	48085	0									
Dallas County	TX04	TX	04	0	North Central Texas Council of Governments	48113	0									
Denton County	TX04	TX	04	0	North Central Texas Council of Governments	48121	0									
Ellis County	TX04	TX	04	0	North Central Texas Council of Governments	48139	0									
Erath County	TX04	TX	04	0	North Central Texas Council of Governments	48143	0									
Hood County	TX04	TX	04	0	North Central Texas Council of Governments	48221	0									
Hunt County	TX04	TX	04	0	North Central Texas Council of Governments	48231	0									
Johnson County	TX04	TX	04	0	North Central Texas Council of Governments	48251	0									
Kaufman County	TX04	TX	04	0	North Central Texas Council of Governments	48257	0									
Navarro County	TX04	TX	04	0	North Central Texas Council of Governments	48349	0									
Palo Pinto County	TX04	TX	04	0	North Central Texas Council of Governments	48363	0									
Parker County	TX04	TX	04	0	North Central Texas Council of Governments	48367	0									
Rockwall County	TX04	TX	04	0	North Central Texas Council of Governments	48397	0									
Somervell County	TX04	TX	04	0	North Central Texas Council of Governments	48425	0									
Tarrant County	TX04	TX	04	0	North Central Texas Council of Governments	48439	0									
Wise County	TX04	TX	04	0	North Central Texas Council of Governments	48497	0									
Delta County	TX05	TX	05	0	Ark-Tex Area Council of Governments	48119	0									
Franklin County	TX05	TX	05	0	Ark-Tex Area Council of Governments	48159	0									
Hopkins County	TX05	TX	05	0	Ark-Tex Area Council of Governments	48223	0									
Lamar County	TX05	TX	05	0	Ark-Tex Area Council of Governments	48277	0									
Morris County	TX05	TX	05	0	Ark-Tex Area Council of Governments	48343	0									
Red River County	TX05	TX	05	0	Ark-Tex Area Council of Governments	48387	0									
Titus County	TX05	TX	05	0	Ark-Tex Area Council of Governments	48449	0									
Anderson County	TX06	TX	06	0	East Texas Council of Governments	48001	0									
Camp County	TX06	TX	06	0	East Texas Council of Governments	48063	0									
Cherokee County	TX06	TX	06	0	East Texas Council of Governments	48073	0									
Henderson County	TX06	TX	06	0	East Texas Council of Governments	48213	0									
Rains County	TX06	TX	06	0	East Texas Council of Governments	48379	0									
Rusk County	TX06	TX	06	0	East Texas Council of Governments	48401	0									
Smith County	TX06	TX	06	0	East Texas Council of Governments	48423	0									
Upshur County	TX06	TX	06	0	East Texas Council of Governments	48459	0									
Van Zandt County	TX06	TX	06	0	East Texas Council of Governments	48467	0									
Wood County	TX06	TX	06	0	East Texas Council of Governments	48499	0									
Brown County	TX07	TX	07	0	West Central Texas Council of Governments	48049	0									
Callahan County	TX07	TX	07	0	West Central Texas Council of Governments	48059	0									
Coleman County	TX07	TX	07	0	West Central Texas Council of Governments	48083	0									
Comanche County	TX07	TX	07	0	West Central Texas Council of Governments	48093	0									
Eastland County	TX07	TX	07	0	West Central Texas Council of Governments	48133	0									
Fisher County	TX07	TX	07	0	West Central Texas Council of Governments	48151	0									
Haskell County	TX07	TX	07	0	West Central Texas Council of Governments	48207	0									
Jones County	TX07	TX	07	0	West Central Texas Council of Governments	48253	0									
Kent County	TX07	TX	07	0	West Central Texas Council of Governments	48263	0									
Knox County	TX07	TX	07	0	West Central Texas Council of Governments	48275	0									
Mitchell County	TX07	TX	07	0	West Central Texas Council of Governments	48335	0									
Nolan County	TX07	TX	07	0	West Central Texas Council of Governments	48353	0									
Runnels County	TX07	TX	07	0	West Central Texas Council of Governments	48399	0									
Scurry County	TX07	TX	07	0	West Central Texas Council of Governments	48415	0									
Shackelford County	TX07	TX	07	0	West Central Texas Council of Governments	48417	0									
Stephens County	TX07	TX	07	0	West Central Texas Council of Governments	48429	0									
Stonewall County	TX07	TX	07	0	West Central Texas Council of Governments	48433	0									
Taylor County	TX07	TX	07	0	West Central Texas Council of Governments	48441	0									
Throckmorton County	TX07	TX	07	0	West Central Texas Council of Governments	48447	0									
Brewster County	TX08	TX	08	0	Rio Grande Council of Governments	48043	0									
Culberson County	TX08	TX	08	0	Rio Grande Council of Governments	48109	0									
El Paso County	TX08	TX	08	0	Rio Grande Council of Governments	48141	0									
Hudspeth County	TX08	TX	08	0	Rio Grande Council of Governments	48229	0									
Jeff Davis County	TX08	TX	08	0	Rio Grande Council of Governments	48243	0									
Presidio County	TX08	TX	08	0	Rio Grande Council of Governments	48377	0									
Andrews County	TX09	TX	09	0	Permian Basin Regional Planning Commission	48003	0									
Borden County	TX09	TX	09	0	Permian Basin Regional Planning Commission	48033	0									
Crane County	TX09	TX	09	0	Permian Basin Regional Planning Commission	48103	0									
Dawson County	TX09	TX	09	0	Permian Basin Regional Planning Commission	48115	0									
Ector County	TX09	TX	09	0	Permian Basin Regional Planning Commission	48135	0									
Gaines County	TX09	TX	09	0	Permian Basin Regional Planning Commission	48165	0									
Glasscock County	TX09	TX	09	0	Permian Basin Regional Planning Commission	48173	0									
Howard County	TX09	TX	09	0	Permian Basin Regional Planning Commission	48227	0									
