Place,RIGOCode,RIGOCodeSt,RIGOCodeNo,RIGO2,RIGO,Code,Muni,,,,,,,,,
Smith,TN07,TN,07,0,Upper Cumberland Development District,47159,0,,,,,,,,,
Van Buren,TN07,TN,07,0,Upper Cumberland Development District,47175,0,,,,,,,,,
Warren,TN07,TN,07,0,Upper Cumberland Development District,47177,0,,,,,,,,,
White,TN07,TN,07,0,Upper Cumberland Development District,47185,0,,,,,,,,,
Bledsoe,TN08,TN,08,0,Southeast Tennessee Development District,47007,0,,,,,,,,,
Bradley,TN08,TN,08,0,Southeast Tennessee Development District,47011,0,,,,,,,,,
Grundy,TN08,TN,08,0,Southeast Tennessee Development District,47061,0,,,,,,,,,
Hamilton,TN08,TN,08,0,Southeast Tennessee Development District,47065,0,,,,,,,,,
McMinn,TN08,TN,08,0,Southeast Tennessee Development District,47107,0,,,,,,,,,
Marion,TN08,TN,08,0,Southeast Tennessee Development District,47115,0,,,,,,,,,
Meigs,TN08,TN,08,0,Southeast Tennessee Development District,47121,0,,,,,,,,,
Polk,TN08,TN,08,0,Southeast Tennessee Development District,47139,0,,,,,,,,,
Rhea,TN08,TN,08,0,Southeast Tennessee Development District,47143,0,,,,,,,,,
Sequatchie,TN08,TN,08,0,Southeast Tennessee Development District,47153,0,,,,,,,,,
Carter,TN09,TN,09,0,First Tenessee Development District,47019,0,,,,,,,,,
Greene,TN09,TN,09,0,First Tenessee Development District,47059,0,,,,,,,,,
Hancock,TN09,TN,09,0,First Tenessee Development District,47067,0,,,,,,,,,
Hawkins,TN09,TN,09,0,First Tenessee Development District,47073,0,,,,,,,,,
Johnson,TN09,TN,09,0,First Tenessee Development District,47091,0,,,,,,,,,
Sullivan,TN09,TN,09,0,First Tenessee Development District,47163,0,,,,,,,,,
Unicoi,TN09,TN,09,0,First Tenessee Development District,47171,0,,,,,,,,,
Washington,TN09,TN,09,0,First Tenessee Development District,47179,0,,,,,,,,,
Armstrong,TX01,TX,01,0,Panhandle Regional Planning Commission,48011,0,,,,,,,,,
Briscoe,TX01,TX,01,0,Panhandle Regional Planning Commission,48045,0,,,,,,,,,
Carson,TX01,TX,01,0,Panhandle Regional Planning Commission,48065,0,,,,,,,,,
Castro,TX01,TX,01,0,Panhandle Regional Planning Commission,48069,0,,,,,,,,,
Childress,TX01,TX,01,0,Panhandle Regional Planning Commission,48075,0,,,,,,,,,
Collingsworth,TX01,TX,01,0,Panhandle Regional Planning Commission,48087,0,,,,,,,,,
Dallam,TX01,TX,01,0,Panhandle Regional Planning Commission,48111,0,,,,,,,,,
Deaf Smith,TX01,TX,01,0,Panhandle Regional Planning Commission,48117,0,,,,,,,,,
Donley,TX01,TX,01,0,Panhandle Regional Planning Commission,48129,0,,,,,,,,,
Gray,TX01,TX,01,0,Panhandle Regional Planning Commission,48179,0,,,,,,,,,
Hall,TX01,TX,01,0,Panhandle Regional Planning Commission,48191,0,,,,,,,,,
Hansford,TX01,TX,01,0,Panhandle Regional Planning Commission,48195,0,,,,,,,,,
Hartley,TX01,TX,01,0,Panhandle Regional Planning Commission,48205,0,,,,,,,,,
Hemphill,TX01,TX,01,0,Panhandle Regional Planning Commission,48211,0,,,,,,,,,
Hutchinson,TX01,TX,01,0,Panhandle Regional Planning Commission,48233,0,,,,,,,,,
Lipscomb,TX01,TX,01,0,Panhandle Regional Planning Commission,48295,0,,,,,,,,,
Moore,TX01,TX,01,0,Panhandle Regional Planning Commission,48341,0,,,,,,,,,
Ochiltree,TX01,TX,01,0,Panhandle Regional Planning Commission,48357,0,,,,,,,,,
Oldham,TX01,TX,01,0,Panhandle Regional Planning Commission,48359,0,,,,,,,,,
Parmer,TX01,TX,01,0,Panhandle Regional Planning Commission,48369,0,,,,,,,,,
Potter,TX01,TX,01,0,Panhandle Regional Planning Commission,48375,0,,,,,,,,,
Randall,TX01,TX,01,0,Panhandle Regional Planning Commission,48381,0,,,,,,,,,
Roberts,TX01,TX,01,0,Panhandle Regional Planning Commission,48393,0,,,,,,,,,
Sherman,TX01,TX,01,0,Panhandle Regional Planning Commission,48421,0,,,,,,,,,
Swisher,TX01,TX,01,0,Panhandle Regional Planning Commission,48437,0,,,,,,,,,
Wheeler,TX01,TX,01,0,Panhandle Regional Planning Commission,48483,0,,,,,,,,,
Bailey,TX02,TX,02,0,South Plains Association of Governments,48017,0,,,,,,,,,
Cochran,TX02,TX,02,0,South Plains Association of Governments,48079,0,,,,,,,,,
Crosby,TX02,TX,02,0,South Plains Association of Governments,48107,0,,,,,,,,,
Dickens,TX02,TX,02,0,South Plains Association of Governments,48125,0,,,,,,,,,
Floyd,TX02,TX,02,0,South Plains Association of Governments,48153,0,,,,,,,,,
Garza,TX02,TX,02,0,South Plains Association of Governments,48169,0,,,,,,,,,
Hale,TX02,TX,02,0,South Plains Association of Governments,48189,0,,,,,,,,,
Hockley,TX02,TX,02,0,South Plains Association of Governments,48219,0,,,,,,,,,
King,TX02,TX,02,0,South Plains Association of Governments,48269,0,,,,,,,,,
Lamb,TX02,TX,02,0,South Plains Association of Governments,48279,0,,,,,,,,,
Lubbock,TX02,TX,02,0,South Plains Association of Governments,48303,0,,,,,,,,,
Lynn,TX02,TX,02,0,South Plains Association of Governments,48305,0,,,,,,,,,
Motley,TX02,TX,02,0,South Plains Association of Governments,48345,0,,,,,,,,,
Terry,TX02,TX,02,0,South Plains Association of Governments,48445,0,,,,,,,,,
Yoakum,TX02,TX,02,0,South Plains Association of Governments,48501,0,,,,,,,,,
Archer,TX03,TX,03,0,Nortex Regional Planning Commission,48009,0,,,,,,,,,
Baylor,TX03,TX,03,0,Nortex Regional Planning Commission,48023,0,,,,,,,,,
Clay,TX03,TX,03,0,Nortex Regional Planning Commission,48077,0,,,,,,,,,
Cottle,TX03,TX,03,0,Nortex Regional Planning Commission,48101,0,,,,,,,,,
Foard,TX03,TX,03,0,Nortex Regional Planning Commission,48155,0,,,,,,,,,
Hardeman,TX03,TX,03,0,Nortex Regional Planning Commission,48197,0,,,,,,,,,
Jack,TX03,TX,03,0,Nortex Regional Planning Commission,48237,0,,,,,,,,,
Montague,TX03,TX,03,0,Nortex Regional Planning Commission,48337,0,,,,,,,,,
Wichita,TX03,TX,03,0,Nortex Regional Planning Commission,48485,0,,,,,,,,,
Wilbarger,TX03,TX,03,0,Nortex Regional Planning Commission,48487,0,,,,,,,,,
Young,TX03,TX,03,0,Nortex Regional Planning Commission,48503,0,,,,,,,,,
Collin,TX04,TX,04,0,North Central Texas Council of Governments,48085,0,,,,,,,,,
Dallas,TX04,TX,04,0,North Central Texas Council of Governments,48113,0,,,,,,,,,
Denton,TX04,TX,04,0,North Central Texas Council of Governments,48121,0,,,,,,,,,
Ellis,TX04,TX,04,0,North Central Texas Council of Governments,48139,0,,,,,,,,,
Erath,TX04,TX,04,0,North Central Texas Council of Governments,48143,0,,,,,,,,,
Hood,TX04,TX,04,0,North Central Texas Council of Governments,48221,0,,,,,,,,,
Hunt,TX04,TX,04,0,North Central Texas Council of Governments,48231,0,,,,,,,,,
Johnson,TX04,TX,04,0,North Central Texas Council of Governments,48251,0,,,,,,,,,
Kaufman,TX04,TX,04,0,North Central Texas Council of Governments,48257,0,,,,,,,,,
Navarro,TX04,TX,04,0,North Central Texas Council of Governments,48349,0,,,,,,,,,
Palo Pinto,TX04,TX,04,0,North Central Texas Council of Governments,48363,0,,,,,,,,,
Parker,TX04,TX,04,0,North Central Texas Council of Governments,48367,0,,,,,,,,,
Rockwall,TX04,TX,04,0,North Central Texas Council of Governments,48397,0,,,,,,,,,
Somervell,TX04,TX,04,0,North Central Texas Council of Governments,48425,0,,,,,,,,,
Tarrant,TX04,TX,04,0,North Central Texas Council of Governments,48439,0,,,,,,,,,
Wise,TX04,TX,04,0,North Central Texas Council of Governments,48497,0,,,,,,,,,
Delta,TX05,TX,05,0,Ark-Tex Area Council of Governments,48119,0,,,,,,,,,
Franklin,TX05,TX,05,0,Ark-Tex Area Council of Governments,48159,0,,,,,,,,,
Hopkins,TX05,TX,05,0,Ark-Tex Area Council of Governments,48223,0,,,,,,,,,
Lamar,TX05,TX,05,0,Ark-Tex Area Council of Governments,48277,0,,,,,,,,,
Morris,TX05,TX,05,0,Ark-Tex Area Council of Governments,48343,0,,,,,,,,,
Red River,TX05,TX,05,0,Ark-Tex Area Council of Governments,48387,0,,,,,,,,,
Titus,TX05,TX,05,0,Ark-Tex Area Council of Governments,48449,0,,,,,,,,,
Anderson,TX06,TX,06,0,East Texas Council of Governments,48001,0,,,,,,,,,
Camp,TX06,TX,06,0,East Texas Council of Governments,48063,0,,,,,,,,,
Cherokee,TX06,TX,06,0,East Texas Council of Governments,48073,0,,,,,,,,,
Henderson,TX06,TX,06,0,East Texas Council of Governments,48213,0,,,,,,,,,
Rains,TX06,TX,06,0,East Texas Council of Governments,48379,0,,,,,,,,,
Rusk,TX06,TX,06,0,East Texas Council of Governments,48401,0,,,,,,,,,
Smith,TX06,TX,06,0,East Texas Council of Governments,48423,0,,,,,,,,,
Upshur,TX06,TX,06,0,East Texas Council of Governments,48459,0,,,,,,,,,
Van Zandt,TX06,TX,06,0,East Texas Council of Governments,48467,0,,,,,,,,,
Wood,TX06,TX,06,0,East Texas Council of Governments,48499,0,,,,,,,,,
Brown,TX07,TX,07,0,West Central Texas Council of Governments,48049,0,,,,,,,,,
Callahan,TX07,TX,07,0,West Central Texas Council of Governments,48059,0,,,,,,,,,
Coleman,TX07,TX,07,0,West Central Texas Council of Governments,48083,0,,,,,,,,,
Comanche,TX07,TX,07,0,West Central Texas Council of Governments,48093,0,,,,,,,,,
Eastland,TX07,TX,07,0,West Central Texas Council of Governments,48133,0,,,,,,,,,
Fisher,TX07,TX,07,0,West Central Texas Council of Governments,48151,0,,,,,,,,,
Haskell,TX07,TX,07,0,West Central Texas Council of Governments,48207,0,,,,,,,,,
Jones,TX07,TX,07,0,West Central Texas Council of Governments,48253,0,,,,,,,,,
Kent,TX07,TX,07,0,West Central Texas Council of Governments,48263,0,,,,,,,,,
Knox,TX07,TX,07,0,West Central Texas Council of Governments,48275,0,,,,,,,,,
Mitchell,TX07,TX,07,0,West Central Texas Council of Governments,48335,0,,,,,,,,,
Nolan,TX07,TX,07,0,West Central Texas Council of Governments,48353,0,,,,,,,,,
Runnels,TX07,TX,07,0,West Central Texas Council of Governments,48399,0,,,,,,,,,
Scurry,TX07,TX,07,0,West Central Texas Council of Governments,48415,0,,,,,,,,,
Shackelford,TX07,TX,07,0,West Central Texas Council of Governments,48417,0,,,,,,,,,
Stephens,TX07,TX,07,0,West Central Texas Council of Governments,48429,0,,,,,,,,,
Stonewall,TX07,TX,07,0,West Central Texas Council of Governments,48433,0,,,,,,,,,
Taylor,TX07,TX,07,0,West Central Texas Council of Governments,48441,0,,,,,,,,,
Throckmorton,TX07,TX,07,0,West Central Texas Council of Governments,48447,0,,,,,,,,,
Brewster,TX08,TX,08,0,Rio Grande Council of Governments,48043,0,,,,,,,,,
Culberson,TX08,TX,08,0,Rio Grande Council of Governments,48109,0,,,,,,,,,
El Paso,TX08,TX,08,0,Rio Grande Council of Governments,48141,0,,,,,,,,,
Hudspeth,TX08,TX,08,0,Rio Grande Council of Governments,48229,0,,,,,,,,,
Jeff Davis,TX08,TX,08,0,Rio Grande Council of Governments,48243,0,,,,,,,,,
Presidio,TX08,TX,08,0,Rio Grande Council of Governments,48377,0,,,,,,,,,
Andrews,TX09,TX,09,0,Permian Basin Regional Planning Commission,48003,0,,,,,,,,,
Borden,TX09,TX,09,0,Permian Basin Regional Planning Commission,48033,0,,,,,,,,,
Crane,TX09,TX,09,0,Permian Basin Regional Planning Commission,48103,0,,,,,,,,,
Dawson,TX09,TX,09,0,Permian Basin Regional Planning Commission,48115,0,,,,,,,,,
Ector,TX09,TX,09,0,Permian Basin Regional Planning Commission,48135,0,,,,,,,,,
Gaines,TX09,TX,09,0,Permian Basin Regional Planning Commission,48165,0,,,,,,,,,
Glasscock,TX09,TX,09,0,Permian Basin Regional Planning Commission,48173,0,,,,,,,,,
Howard,TX09,TX,09,0,Permian Basin Regional Planning Commission,48227,0,,,,,,,,,
Loving,TX09,TX,09,0,Permian Basin Regional Planning Commission,48301,0,,,,,,,,,
Martin,TX09,TX,09,0,Permian Basin Regional Planning Commission,48317,0,,,,,,,,,
Midland,TX09,TX,09,0,Permian Basin Regional Planning Commission,48329,0,,,,,,,,,
Pecos,TX09,TX,09,0,Permian Basin Regional Planning Commission,48371,0,,,,,,,,,
Reeves,TX09,TX,09,0,Permian Basin Regional Planning Commission,48389,0,,,,,,,,,
Terrell,TX09,TX,09,0,Permian Basin Regional Planning Commission,48443,0,,,,,,,,,
Upton,TX09,TX,09,0,Permian Basin Regional Planning Commission,48461,0,,,,,,,,,
Ward,TX09,TX,09,0,Permian Basin Regional Planning Commission,48475,0,,,,,,,,,
Winkler,TX09,TX,09,0,Permian Basin Regional Planning Commission,48495,0,,,,,,,,,
Coke,TX10,TX,10,0,Concho Valley Area Council of Governments,48081,0,,,,,,,,,
Concho,TX10,TX,10,0,Concho Valley Area Council of Governments,48095,0,,,,,,,,,
Crockett,TX10,TX,10,0,Concho Valley Area Council of Governments,48105,0,,,,,,,,,
Irion,TX10,TX,10,0,Concho Valley Area Council of Governments,48235,0,,,,,,,,,
Kimble,TX10,TX,10,0,Concho Valley Area Council of Governments,48267,0,,,,,,,,,
McCulloch,TX10,TX,10,0,Concho Valley Area Council of Governments,48307,0,,,,,,,,,
Mason,TX10,TX,10,0,Concho Valley Area Council of Governments,48319,0,,,,,,,,,
Menard,TX10,TX,10,0,Concho Valley Area Council of Governments,48327,0,,,,,,,,,
Reagan,TX10,TX,10,0,Concho Valley Area Council of Governments,48383,0,,,,,,,,,
Schleicher,TX10,TX,10,0,Concho Valley Area Council of Governments,48413,0,,,,,,,,,
Sterling,TX10,TX,10,0,Concho Valley Area Council of Governments,48431,0,,,,,,,,,
Sutton,TX10,TX,10,0,Concho Valley Area Council of Governments,48435,0,,,,,,,,,
Tom Green,TX10,TX,10,0,Concho Valley Area Council of Governments,48451,0,,,,,,,,,
Bosque,TX11,TX,11,0,Heart of Texas Council of Governments,48035,0,,,,,,,,,
Falls,TX11,TX,11,0,Heart of Texas Council of Governments,48145,0,,,,,,,,,
Freestone,TX11,TX,11,0,Heart of Texas Council of Governments,48161,0,,,,,,,,,
Hill,TX11,TX,11,0,Heart of Texas Council of Governments,48217,0,,,,,,,,,
Limestone,TX11,TX,11,0,Heart of Texas Council of Governments,48293,0,,,,,,,,,
McLennan,TX11,TX,11,0,Heart of Texas Council of Governments,48309,0,,,,,,,,,
Bastrop,TX12,TX,12,0,Capital Area Council of Governments,48021,0,,,,,,,,,
Blanco,TX12,TX,12,0,Capital Area Council of Governments,48031,0,,,,,,,,,
Burnet,TX12,TX,12,0,Capital Area Council of Governments,48053,0,,,,,,,,,
Caldwell,TX12,TX,12,0,Capital Area Council of Governments,48055,0,,,,,,,,,
Fayette,TX12,TX,12,0,Capital Area Council of Governments,48149,0,,,,,,,,,
Hays,TX12,TX,12,0,Capital Area Council of Governments,48209,0,,,,,,,,,
Lee,TX12,TX,12,0,Capital Area Council of Governments,48287,0,,,,,,,,,
Llano,TX12,TX,12,0,Capital Area Council of Governments,48299,0,,,,,,,,,
Travis,TX12,TX,12,0,Capital Area Council of Governments,48453,0,,,,,,,,,
Williamson,TX12,TX,12,0,Capital Area Council of Governments,48491,0,,,,,,,,,
Brazos,TX13,TX,13,0,Brazos Valley Council of Governments,48041,0,,,,,,,,,
Burleson,TX13,TX,13,0,Brazos Valley Council of Governments,48051,0,,,,,,,,,
Grimes,TX13,TX,13,0,Brazos Valley Council of Governments,48185,0,,,,,,,,,
Leon,TX13,TX,13,0,Brazos Valley Council of Governments,48289,0,,,,,,,,,
Madison,TX13,TX,13,0,Brazos Valley Council of Governments,48313,0,,,,,,,,,
Robertson,TX13,TX,13,0,Brazos Valley Council of Governments,48395,0,,,,,,,,,
Washington,TX13,TX,13,0,Brazos Valley Council of Governments,48477,0,,,,,,,,,
Angelina,TX14,TX,14,0,Deep East Texas Council of Governments,48005,0,,,,,,,,,
Houston,TX14,TX,14,0,Deep East Texas Council of Governments,48225,0,,,,,,,,,
Jasper,TX14,TX,14,0,Deep East Texas Council of Governments,48241,0,,,,,,,,,
Newton,TX14,TX,14,0,Deep East Texas Council of Governments,48351,0,,,,,,,,,
Polk,TX14,TX,14,0,Deep East Texas Council of Governments,48373,0,,,,,,,,,
San Jacinto,TX14,TX,14,0,Deep East Texas Council of Governments,48407,0,,,,,,,,,
Trinity,TX14,TX,14,0,Deep East Texas Council of Governments,48455,0,,,,,,,,,
Tyler,TX14,TX,14,0,Deep East Texas Council of Governments,48457,0,,,,,,,,,
Hardin,TX15,TX,15,0,South East Texas Regional Planning Commission,48199,0,,,,,,,,,
Jefferson,TX15,TX,15,0,South East Texas Regional Planning Commission,48245,0,,,,,,,,,
Orange,TX15,TX,15,0,South East Texas Regional Planning Commission,48361,0,,,,,,,,,
Austin,TX16,TX,16,0,Houston-Galveston Area Council,48015,0,,,,,,,,,
Brazoria,TX16,TX,16,0,Houston-Galveston Area Council,48039,0,,,,,,,,,
Chambers,TX16,TX,16,0,Houston-Galveston Area Council,48071,0,,,,,,,,,
Colorado,TX16,TX,16,0,Houston-Galveston Area Council,48089,0,,,,,,,,,
Fort Bend,TX16,TX,16,0,Houston-Galveston Area Council,48157,0,,,,,,,,,
Galveston,TX16,TX,16,0,Houston-Galveston Area Council,48167,0,,,,,,,,,
Harris,TX16,TX,16,0,Houston-Galveston Area Council,48201,0,,,,,,,,,
Liberty,TX16,TX,16,0,Houston-Galveston Area Council,48291,0,,,,,,,,,
Matagorda,TX16,TX,16,0,Houston-Galveston Area Council,48321,0,,,,,,,,,
Montgomery,TX16,TX,16,0,Houston-Galveston Area Council,48339,0,,,,,,,,,
Walker,TX16,TX,16,0,Houston-Galveston Area Council,48471,0,,,,,,,,,
Waller,TX16,TX,16,0,Houston-Galveston Area Council,48473,0,,,,,,,,,
Wharton,TX16,TX,16,0,Houston-Galveston Area Council,48481,0,,,,,,,,,
Calhoun,TX17,TX,17,0,Golden Crescent Regional Planning Commission,48057,0,,,,,,,,,
DeWitt,TX17,TX,17,0,Golden Crescent Regional Planning Commission,48123,0,,,,,,,,,
Goliad,TX17,TX,17,0,Golden Crescent Regional Planning Commission,48175,0,,,,,,,,,
Gonzales,TX17,TX,17,0,Golden Crescent Regional Planning Commission,48177,0,,,,,,,,,
Jackson,TX17,TX,17,0,Golden Crescent Regional Planning Commission,48239,0,,,,,,,,,
Lavaca,TX17,TX,17,0,Golden Crescent Regional Planning Commission,48285,0,,,,,,,,,
Victoria,TX17,TX,17,0,Golden Crescent Regional Planning Commission,48469,0,,,,,,,,,
Atascosa,TX18,TX,18,0,Alamo Area Council of Governments,48013,0,,,,,,,,,
Bandera,TX18,TX,18,0,Alamo Area Council of Governments,48019,0,,,,,,,,,
Bexar,TX18,TX,18,0,Alamo Area Council of Governments,48029,0,,,,,,,,,
Comal,TX18,TX,18,0,Alamo Area Council of Governments,48091,0,,,,,,,,,
Frio,TX18,TX,18,0,Alamo Area Council of Governments,48163,0,,,,,,,,,
Gillespie,TX18,TX,18,0,Alamo Area Council of Governments,48171,0,,,,,,,,,
Guadalupe,TX18,TX,18,0,Alamo Area Council of Governments,48187,0,,,,,,,,,
Karnes,TX18,TX,18,0,Alamo Area Council of Governments,48255,0,,,,,,,,,
Kendall,TX18,TX,18,0,Alamo Area Council of Governments,48259,0,,,,,,,,,
Kerr,TX18,TX,18,0,Alamo Area Council of Governments,48265,0,,,,,,,,,
McMullen,TX18,TX,18,0,Alamo Area Council of Governments,48311,0,,,,,,,,,
Medina,TX18,TX,18,0,Alamo Area Council of Governments,48325,0,,,,,,,,,
Wilson,TX18,TX,18,0,Alamo Area Council of Governments,48493,0,,,,,,,,,
Jim Hogg,TX19,TX,19,0,South Texas Development Council,48247,0,,,,,,,,,
Starr,TX19,TX,19,0,South Texas Development Council,48427,0,,,,,,,,,
Webb,TX19,TX,19,0,South Texas Development Council,48479,0,,,,,,,,,
Zapata,TX19,TX,19,0,South Texas Development Council,48505,0,,,,,,,,,
Aransas,TX20,TX,20,0,Coastal Bend Council of Governments,48007,0,,,,,,,,,
Bee,TX20,TX,20,0,Coastal Bend Council of Governments,48025,0,,,,,,,,,
Brooks,TX20,TX,20,0,Coastal Bend Council of Governments,48047,0,,,,,,,,,
Duval,TX20,TX,20,0,Coastal Bend Council of Governments,48131,0,,,,,,,,,
Jim Wells,TX20,TX,20,0,Coastal Bend Council of Governments,48249,0,,,,,,,,,
Kenedy,TX20,TX,20,0,Coastal Bend Council of Governments,48261,0,,,,,,,,,
Kleberg,TX20,TX,20,0,Coastal Bend Council of Governments,48273,0,,,,,,,,,
Live Oak,TX20,TX,20,0,Coastal Bend Council of Governments,48297,0,,,,,,,,,
Nueces,TX20,TX,20,0,Coastal Bend Council of Governments,48355,0,,,,,,,,,
Refugio,TX20,TX,20,0,Coastal Bend Council of Governments,48391,0,,,,,,,,,
San Patricio,TX20,TX,20,0,Coastal Bend Council of Governments,48409,0,,,,,,,,,
Cameron,TX21,TX,21,0,Lower Rio Grande Development Council,48061,0,,,,,,,,,
Hidalgo,TX21,TX,21,0,Lower Rio Grande Development Council,48215,0,,,,,,,,,
Willacy,TX21,TX,21,0,Lower Rio Grande Development Council,48489,0,,,,,,,,,
Cooke,TX22,TX,22,0,Texoma Council of Governments,48097,0,,,,,,,,,
Fannin,TX22,TX,22,0,Texoma Council of Governments,48147,0,,,,,,,,,
Grayson,TX22,TX,22,0,Texoma Council of Governments,48181,0,,,,,,,,,
Bell,TX23,TX,23,0,Central Texas Council of Governments,48027,0,,,,,,,,,
Coryell,TX23,TX,23,0,Central Texas Council of Governments,48099,0,,,,,,,,,
Hamilton,TX23,TX,23,0,Central Texas Council of Governments,48193,0,,,,,,,,,
Lampasas,TX23,TX,23,0,Central Texas Council of Governments,48281,0,,,,,,,,,
Milam,TX23,TX,23,0,Central Texas Council of Governments,48331,0,,,,,,,,,
Mills,TX23,TX,23,0,Central Texas Council of Governments,48333,0,,,,,,,,,
San Saba,TX23,TX,23,0,Central Texas Council of Governments,48411,0,,,,,,,,,
Dimmit,TX24,TX,24,0,Middle Rio Grande Development Council,48127,0,,,,,,,,,
Edwards,TX24,TX,24,0,Middle Rio Grande Development Council,48137,0,,,,,,,,,
Kinney,TX24,TX,24,0,Middle Rio Grande Development Council,48271,0,,,,,,,,,
La Salle,TX24,TX,24,0,Middle Rio Grande Development Council,48283,0,,,,,,,,,
Maverick,TX24,TX,24,0,Middle Rio Grande Development Council,48323,0,,,,,,,,,
Real,TX24,TX,24,0,Middle Rio Grande Development Council,48385,0,,,,,,,,,
Uvalde,TX24,TX,24,0,Middle Rio Grande Development Council,48463,0,,,,,,,,,
Val Verde,TX24,TX,24,0,Middle Rio Grande Development Council,48465,0,,,,,,,,,
Zavala,TX24,TX,24,0,Middle Rio Grande Development Council,48507,0,,,,,,,,,
Davis,UT01,UT,01,0,Wasatch Front Regional Council,49011,0,,,,,,,,,
Morgan,UT01,UT,01,0,Wasatch Front Regional Council,49029,0,,,,,,,,,
Salt Lake,UT01,UT,01,0,Wasatch Front Regional Council,49035,0,,,,,,,,,
Tooele,UT01,UT,01,0,Wasatch Front Regional Council,49045,0,,,,,,,,,
Weber,UT01,UT,01,0,Wasatch Front Regional Council,49057,0,,,,,,,,,
Summit,UT02,UT,02,0,Mountainland Association of Governments,49043,0,,,,,,,,,
Utah,UT02,UT,02,0,Mountainland Association of Governments,49049,0,,,,,,,,,
Wasatch,UT02,UT,02,0,Mountainland Association of Governments,49051,0,,,,,,,,,
Beaver,UT03,UT,03,0,Five County Association of Governments,49001,0,,,,,,,,,
Garfield,UT03,UT,03,0,Five County Association of Governments,49017,0,,,,,,,,,
Iron,UT03,UT,03,0,Five County Association of Governments,49021,0,,,,,,,,,
Kane,UT03,UT,03,0,Five County Association of Governments,49025,0,,,,,,,,,
Washington,UT03,UT,03,0,Five County Association of Governments,49053,0,,,,,,,,,
Box Elder,UT04,UT,04,0,Bear River Association of Governments,49003,0,,,,,,,,,
Cache,UT04,UT,04,0,Bear River Association of Governments,49005,0,,,,,,,,,
Rich,UT04,UT,04,0,Bear River Association of Governments,49033,0,,,,,,,,,
Juab,UT05,UT,05,0,Six County Association of Governments,49023,0,,,,,,,,,
Millard,UT05,UT,05,0,Six County Association of Governments,49027,0,,,,,,,,,
Piute,UT05,UT,05,0,Six County Association of Governments,49031,0,,,,,,,,,
Sanpete,UT05,UT,05,0,Six County Association of Governments,49039,0,,,,,,,,,
Sevier,UT05,UT,05,0,Six County Association of Governments,49041,0,,,,,,,,,
Wayne,UT05,UT,05,0,Six County Association of Governments,49055,0,,,,,,,,,
Carbon,UT06,UT,06,0,Southeastern Association of Governments,49007,0,,,,,,,,,
Emery,UT06,UT,06,0,Southeastern Association of Governments,49015,0,,,,,,,,,
Grand,UT06,UT,06,0,Southeastern Association of Governments,49019,0,,,,,,,,,
San Juan,UT06,UT,06,0,Southeastern Association of Governments,49037,0,,,,,,,,,
Daggett,UT07,UT,07,0,Uintah Basin Association of Governments,49009,0,,,,,,,,,
Duchesne,UT07,UT,07,0,Uintah Basin Association of Governments,49013,0,,,,,,,,,
Uintah,UT07,UT,07,0,Uintah Basin Association of Governments,49047,0,,,,,,,,,
Isle of Wight,VA01,VA,01,0,Hampton Roads Planning District Commission,51093,0,,,,,,,,,
James City,VA01,VA,01,0,Hampton Roads Planning District Commission,51095,0,,,,,,,,,
Southampton,VA01,VA,01,0,Hampton Roads Planning District Commission,51175,0,,,,,,,,,
York,VA01,VA,01,0,Hampton Roads Planning District Commission,51199,0,,,,,,,,,
"Chesapeake, City of[23]",VA01,VA,01,0,Hampton Roads Planning District Commission,51550,0,,,,,,,,,
"Franklin, City of[23]",VA01,VA,01,0,Hampton Roads Planning District Commission,51620,0,,,,,,,,,
"Hampton, City of[23]",VA01,VA,01,0,Hampton Roads Planning District Commission,51650,0,,,,,,,,,
"Newport News, City of[23]",VA01,VA,01,0,Hampton Roads Planning District Commission,51700,0,,,,,,,,,
"Norfolk, City of[23]",VA01,VA,01,0,Hampton Roads Planning District Commission,51710,0,,,,,,,,,
"Poquoson, City of[23]",VA01,VA,01,0,Hampton Roads Planning District Commission,51735,0,,,,,,,,,
"Portsmouth, City of[23]",VA01,VA,01,0,Hampton Roads Planning District Commission,51740,0,,,,,,,,,
"Suffolk, City of[23]",VA01,VA,01,0,Hampton Roads Planning District Commission,51800,0,,,,,,,,,
"Virginia Beach, City of[23]",VA01,VA,01,0,Hampton Roads Planning District Commission,51810,0,,,,,,,,,
"Williamsburg, City of[23]",VA01,VA,01,0,Hampton Roads Planning District Commission,51830,0,,,,,,,,,
Goochland,VA02,VA,02,0,Richmond Regional Planning District,51075,0,,,,,,,,,
Hanover,VA02,VA,02,0,Richmond Regional Planning District,51085,0,,,,,,,,,
Henrico,VA02,VA,02,0,Richmond Regional Planning District,51087,0,,,,,,,,,
New Kent,VA02,VA,02,0,Richmond Regional Planning District,51127,0,,,,,,,,,
Powhatan,VA02,VA,02,0,Richmond Regional Planning District,51145,0,,,,,,,,,
"Richmond, City of[23]",VA02,VA,02,0,Richmond Regional Planning District,51760,0,,,,,,,,,
Lee,VA03,VA,03,0,Lenowisco Planning District Commission,51105,0,,,,,,,,,
Scott,VA03,VA,03,0,Lenowisco Planning District Commission,51169,0,,,,,,,,,
Wise,VA03,VA,03,0,Lenowisco Planning District Commission,51195,0,,,,,,,,,
"Norton, City of[23]",VA03,VA,03,0,Lenowisco Planning District Commission,51720,0,,,,,,,,,
